,smiles,Mutagenicity,group
5547,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0,training
5548,c1ccc2cc([C@@H]3CO3)ccc2c1,1,training
5549,Cc1nc([N+](=O)[O-])cc2c1[nH]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc12,1,training
5550,Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,1,training
5551,Cn1c(N)nc2c3ccc(O)nc3ccc21,1,training
5552,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,0,training
5553,CC(C)(C)Br,1,training
5554,CN(C)CCNC(=O)c1cccc2[nH]c(-c3ccccc3)nc12,1,training
5555,CC(=O)C1(C)OC12C=Cc1ccccc1C2=O,0,training
5556,CC(CCC(=O)O)C1CCC2C3CCc4cc(O)ccc4C3CCC12C,0,training
5557,CN(C)CCCN,0,training
5558,CC(=O)OCc1c2ccccc2c(C)c2ccccc12,1,training
5560,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,0,training
5565,C=CN1CCCC1=O,0,training
5568,C1COCCO1,0,training
5569,Cc1c2ccccc2c(COS(=O)(=O)O)c2ccc3ccccc3c12,1,training
5570,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0,training
5571,CC(=O)OCN(CCCl)N=O,1,training
5572,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,1,training
5573,CCCC1(O)CCC2C3CCC4CC(=O)CC(C)C4(C)C3CCC21C,0,training
5574,CCOS(=O)(=O)c1ccc(C)cc1,1,training
5575,CC(=O)OC(C)=O,0,training
5577,COc1cc2c3c(cc(C)c2c2ccccc12)C(=O)CC3,1,training
5579,c1ccc2ncccc2c1,1,training
5580,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],1,training
5581,C=C(C)C(=O)OC[C@H](Br)CBr,1,training
5582,ClCc1c2ccccc2c2ccc3cccc4ccc1c2c43,0,training
5583,C1CCC(NC2CCCCC2)CC1,0,training
5584,CC(=O)Nc1cc(O)c2ccc3cccc4ccc1c2c34,1,training
5585,NNc1ccc(C(=O)O)cc1,0,training
5586,CCOP(=O)(OCC)N1C2c3ccccc3-c3ccccc3C21,1,training
5587,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0,training
5589,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,0,training
5590,COC(=O)CCl,0,training
5591,CCN(CC)CCNc1ccc(COS(C)(=O)=O)c2sc3ccccc3c(=O)c12,1,training
5592,O=[N+]([O-])c1c(O)ccc2c1[nH]c1ccccc12,0,training
5593,O=Cc1ccc(Cl)cc1Cl,0,training
5595,O=C(Cl)c1ccccc1Cl,1,training
5596,CC(=O)OCN(CCCCl)N=O,1,training
5597,COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)[C@@H]1C=CO[C@H]1O4,1,training
5598,COc1ccc2c(cc3c4c(cc5c(c42)OCO5)C(=O)C(=O)N3C)c1OC,1,training
5599,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,training
5600,Nc1cc2nc3ccccc3nc2cc1O,1,training
5601,OCC(CO)(CCBr)CCBr,1,training
5602,O=S(=O)(O)OCc1ccc2ccc3cccc4ccc1c2c34,1,training
5603,Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5c(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(N)c6c5O)cc4)cc3)c(O)c2c1,1,training
5605,ClC1OC1CBr,1,training
5607,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1,training
5608,CC(C)(c1ccc(OCC(O)CCl)cc1)c1ccc(OCC(O)CCl)cc1,0,training
5609,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,1,training
5610,Cn1cnc(N=O)c1-c1ccccc1,1,training
5612,C=C(C)C1CC=C(C=O)CC1,0,training
5613,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,training
5614,CC/C=C/C=C/C=C/C=C/C=C/OCCCO,1,training
5615,CC(C)Nc1snc2ccccc12,0,training
5617,NNc1nncc2cccnc12,1,training
5618,CCN(CC)c1cccc(O)c1,1,training
5619,COc1cc2nc3cc(N)c(OC)cc3nc2cc1N,1,training
5620,O=[N+]([O-])c1cccc(-c2ccccc2)c1O,0,training
5621,O=CNc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1,training
5624,C=C(C=O)CCC,1,training
5625,CC(C)N,0,training
5626,c1ccc(-c2ccc(OCC3CO3)cc2)cc1,1,training
5627,Cc1cccc(-c2nc3ccccc3o2)c1,0,training
5628,O=c1c2cccc3ccc4c5ccccc5cc1c4c32,1,training
5629,CCn1c(N)nc2c3cccnc3ccc21,1,training
5630,FC(F)OC(F)(F)C(F)Cl,0,training
5632,COc1cc(N)cc(OC)c1N,0,training
5634,CC(C)(Cl)Cl,0,training
5635,CCOC(=O)[C@@H](C)C[C@](C)(C[C@H](C[C@@](C)(C[C@@H](C[C@](C)(CC)C(=O)O)C(=O)OCC)C(=O)O)C(=O)OCC)C(=O)O,1,training
5636,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,1,training
5637,CC(C)(C)ON=O,1,training
5638,O=Nc1ccc(O)cc1,1,training
5639,CC1=NC(N)=C[C@@H]2c3ccccc3N[C@H]12,1,training
5640,C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,1,training
5641,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,0,training
5643,Cc1nc2cc(C)c3c(nc(N)n3C)c2nc1C,1,training
5644,CC(=O)Nc1cc2c(cc1OC(=O)c1ccccc1)-c1ccccc1C2,0,training
5645,CCNc1cc2oc(=O)cc(C)c2cc1C,0,training
5646,O=NN1CSCC1C(=O)O,0,training
5647,CN(C)c1ccncc1,0,training
5649,CN(C)C(=O)c1nc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,training
5650,O=C(O)CS,0,training
5651,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1,training
5652,NC(=O)C[C@H]1CO1,1,training
5653,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,1,training
5654,N#C[C@@H](O)c1ccccc1,0,training
5655,CC(=O)Nc1ccc2ccccc2n1,0,training
5656,CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,0,training
5658,CC(Cl)C(=O)NCc1ccccc1,0,training
5659,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,0,training
5660,Cc1cc(C(=C2C=CC(N)C=C2)c2ccc(N)cc2)ccc1N,1,training
5662,C=C[C@@H](OC(C)=O)c1ccc2c(c1)OCO2,1,training
5663,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,0,training
5664,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,0,training
5665,OCc1cc2c3ccccc3cc3ccc4cccc1c4c32,0,training
5666,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](C)[C@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@H]32)[C@H]2C(C)(C)[C@]21OC(C)=O,0,training
5667,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCCCC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0,training
5668,C1CC2OC2CCC2OC12,0,training
5670,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0,training
5671,O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,0,training
5673,Cc1ccc(N)cc1C,1,training
5674,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,0,training
5676,C=C(C)[C@H]1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1,1,training
5677,COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,1,training
5678,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)[C@H]1N=Nc1ccc(S(=O)(=O)O)cc1,0,training
5680,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,1,training
5681,CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,1,training
5682,CCCC[C@@H](CC)COS(=O)(=O)O,0,training
5683,c1ccoc1,0,training
5684,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,1,training
5685,NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,0,training
5686,CCOC(=O)N(CCCC(=O)c1cccnc1)N=O,1,training
5687,CC(=O)Nc1cc2c(cc1OC(C)=O)-c1ccccc1C2,0,training
5688,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,1,training
5689,O=C(O)C(Br)Br,1,training
5690,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,0,training
5691,NCCN(CCCl)c1c2ccccc2nc2c1ccc1ccccc12,1,training
5692,O=NN1CCCNC1=O,1,training
5693,S=C(Nc1ccccc1)Nc1ccccc1,0,training
5694,CCCC(=O)c1cc(O)c(O)cc1O,1,training
5695,CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3oc12,1,training
5696,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,training
5697,COc1ccc(-c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)[nH]2)cc1OC,1,training
5698,c1ccc2c(COCC3CO3)cccc2c1,1,training
5699,O=C(O)CC[N+](=O)[O-],1,training
5700,O=c1c2ccccc2sn1CC1CO1,0,training
5701,O=CNc1ccc2c(c1)Cc1ccccc1-2,1,training
5702,CN(C)c1ccc(C(=C2C=CC(=N)C=C2)c2ccc(N(C)C)cc2)cc1,0,training
5703,Nc1c(O)ccc2ccccc12,0,training
5704,CCn1c(N)nc2c3cccnc3cc(C)c21,1,training
5706,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)/C=C/c5cccc(N(CCCl)CCCl)c5)CC[C@@]43C)[C@@H]1CCC(=O)N2,1,training
5707,CN(C)CCNC(=O)c1ccc2ccc3cccnc3c2n1,1,training
5708,O=S(=O)(O)c1cccc2cccnc12,0,training
5709,c1ccc2c(c1)ccc1cc3ccc4ccncc4c3cc12,1,training
5711,COc1ccc(C(=O)C2OC2c2ccccc2)cc1,0,training
5712,FC(Cl)C(F)(F)C(F)(F)Cl,0,training
5713,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,1,training
5714,Cc1ccc(-c2nc(-c3ccc(C)cc3C)[nH]c2-c2ccc(C)cc2)cc1,1,training
5715,CCCCN(C)N=O,1,training
5719,Oc1cc(Cl)c(Cl)c(Cl)c1,0,training
5720,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,training
5721,CCCC[C@H](C=O)CC,0,training
5722,CN(CCO)C(=O)Nc1ccccc1,0,training
5724,Cc1c2ccccc2cc2c3c(ccc12)C(=O)C(=O)C=C3,1,training
5725,CC(C)NCC(O)COc1cccc2[nH]ccc12,0,training
5726,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,1,training
5728,O=C1C=Cc2cccc3cccc1c23,1,training
5729,CCCCCCN(N=O)C(N)=O,1,training
5730,C=C(C)C(=O)OCC,0,training
5731,CC1C(C)(C)Nc2ccccc2C1(C)C1C(C)(C)Nc2ccccc2C1(C)C,0,training
5732,CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1,training
5733,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0,training
5734,CC(C)Nc1ccccc1,0,training
5735,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O,1,training
5736,CC(=O)n1ccnc1,0,training
5737,CC1(C)C[C@@H](N=C=O)C[C@](C)(CN=C=O)C1,0,training
5738,Cn1c(N)nc2c3ccncc3ccc21,1,training
5739,CC(C)=CCC/C(C)=C\C=O,0,training
5741,c1ccc2c(c1)-c1cc3ccccc3cc1C1OC21,1,training
5742,O=C1OCC(C(Br)Br)=C1Br,1,training
5743,CC1(C(N)=O)CO1,1,training
5744,c1ccc(Nc2ccccc2)cc1,0,training
5746,C[C@@H]1CNC(=O)N1c1ncc([N+](=O)[O-])s1,1,training
5747,CCCC[C@@H](CC)COP(=O)(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,0,training
5748,O=Nc1ccc(NO)cc1,1,training
5749,O=CNc1ccc(Oc2ccc(Cl)cc2)cc1,1,training
5751,Nc1[nH]ccc2nc3ccccc3c1-2,1,training
5752,CN(CCCC(=O)c1cccnc1)N=O,1,training
5753,CCOC(=O)C(Cl)C(C)=O,0,training
5754,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,1,training
5755,C(=NC1CCCCC1)=NC1CCCCC1,0,training
5756,CC1CCC2CC1C2(C)C,0,training
5757,O=[N+]([O-])c1cccc2c1ncc1cnc3ccccc3c12,1,training
5758,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0,training
5759,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,training
5760,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,training
5761,CCc1c2ccccc2c(C)c2ccc3ccccc3c12,0,training
5762,Cc1cnccn1,0,training
5764,c1ccc2c(c1)ccc1cccnc12,1,training
5766,Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,0,training
5767,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0,training
5768,CCC(C)(C)OC,0,training
5769,CC/C=C/C=O,1,training
5771,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,1,training
5773,CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@H]1O,1,training
5774,CCOc1cc(C=O)ccc1O,0,training
5775,CN=C1C=CC(=C(c2ccc(NC)cc2)c2ccc(N(C)C)cc2)C=C1,0,training
5776,CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,1,training
5778,O=C(O)CCCCC(=O)O,0,training
5780,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,training
5781,CN=NC(C)(C)OO,1,training
5782,CC(=O)CC(=O)Nc1ccccc1C,0,training
5783,CCOC(=O)C1=C(C)N=C(C)C(=C(O)OCC2COC3(CCCC3)O2)C1c1cccc(Cl)c1,0,training
5784,Cc1ccc2c(c1)C(C)C1C(=Nc3ccc(C)cc31)N2C,1,training
5785,CC/C=C/C=C/C=C/C=C/C=C/OCC(O)c1ccccc1,1,training
5787,CC(C)c1cc(-c2ccccc2)cc(C(C)C)c1N,0,training
5788,O=S1(=O)c2cccc3ccc4c5ccccc5cc1c4c23,1,training
5790,Cc1cc(-c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)cc(C)n1,1,training
5791,CN1CCN(c2ccc3[nH]c(CCCCCCc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0,training
5792,Cn1c(N)nc2nc3cccnc3cc21,0,training
5793,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,training
5794,OC1CC=Cc2c1cc1ccc3cccc4ccc2c1c34,1,training
5795,CN(Cc1ccccc1)C(=O)CBr,0,training
5796,Oc1ccc2ncccc2c1,0,training
5799,OCC1=CCN2CC[C@@H](O)[C@@H]12,0,training
5800,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,1,training
5801,CC(=O)OC1COC(Nc2ccc(C(=O)O)cc2)C(OC(C)=O)C1OC(C)=O,0,training
5802,CCN(N=O)C(N)=O,1,training
5803,O=[N+]([O-])c1cc2[nH]c3cc([N+](=O)[O-])c4ccccc4c3c2c2ccccc12,1,training
5804,c1ccc2c(c1)-c1cc3c(cc1C1OC21)-c1ccccc1C1OC31,1,training
5805,OCC1OC(n2cnc3c2ncn2ccnc32)CC1O,0,training
5806,O=S(=O)(Nc1cccc(Cl)c1)c1cccc2cccnc12,0,training
5807,CCOc1ccc(NC(C)=O)cc1N,1,training
5808,CN(C)Cc1ccccc1,0,training
5809,CCCCCCCCCC/C=C/[C@H]1CC(=O)OC1=O,0,training
5810,O=C1NCNC(=O)N1,1,training
5811,CNc1ccc2nc(C)c(C)nc2c1C,1,training
5812,COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1,0,training
5813,OC1c2cccc3ccc4c5ccccc5cc1c4c23,1,training
5814,COC(=O)c1oc(N)c(Cl)c1Cl,0,training
5815,C1=C2CCCC(=CC3OC13)O2,0,training
5816,CC[N+]([O-])=NC,0,training
5817,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,0,training
5818,CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,0,training
5820,ClCCOCCCl,1,training
5821,O=CNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1,training
5823,O=[N+]([O-])c1cccc2csnc12,1,training
5824,CC(Cl)CO,1,training
5825,CC/C=C/C=C/C=C/C=C/C=C/OC,1,training
5826,CCCCCN1C2c3ccccc3-c3ccccc3C21,1,training
5827,CCCCN(CCC(C)=O)N=O,1,training
5828,Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1,training
5829,COC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,1,training
5830,O=[N+]([O-])c1cc2ccc3ccc4cccc5cc1c2c3c45,1,training
5831,O=S(=O)(NO)c1cccc2cccnc12,0,training
5832,Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1,training
5833,C[C@@H]1CCCCN1N=O,1,training
5835,OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,0,training
5837,C=C(C)OC(C)=O,0,training
5838,NCCNC(=O)c1ccc(Cl)cn1,0,training
5839,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]12,0,training
5840,C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,1,training
5841,CC(=O)Nc1cccc2c1-c1ccccc1C2,1,training
5842,Cc1c(C)c(Br)c(Br)c(Br)c1Br,0,training
5843,CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1,1,training
5844,O=CN(O)c1ccccc1,0,training
5845,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,1,training
5847,CC(C)NCC(O)COc1cccc2c1OCC(O)C2,0,training
5848,Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1,1,training
5849,Clc1cccc(-c2nc3ccccc3o2)c1,0,training
5850,Nc1cccc(O)c1,1,training
5851,CCOS(=O)(=O)c1ccccc1,1,training
5852,COc1ccc([N+](=O)[O-])cc1N=Nc1c(O)c(C(=O)Nc2cccc([N+](=O)[O-])c2)cc2ccccc12,1,training
5853,Fc1cc2cccnc2c2ccccc12,1,training
5855,CCC(C)C,0,training
5856,[N-]=[N+]=NCCC(N)C(=O)O,1,training
5857,NNc1nncc2cnccc12,1,training
5859,O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-],1,training
5860,Cc1cc(C)c2nc3c(ccc4ccccc43)c(C)c2c1,1,training
5861,CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0,training
5862,COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1,1,training
5863,O=c1oc2cccc3ccc4cccc1c4c32,0,training
5865,Nc1nc2c(s1)CCc1ncccc1-2,1,training
5866,Cc1cccc(O)c1N,0,training
5867,Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1,training
5869,OCCOCCOCCO,1,training
5870,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,0,training
5871,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,0,training
5872,CCCCCCCCCCCC(=O)NCCO,0,training
5873,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0,training
5874,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1,training
5875,CNc1ccc(N=Nc2ccccc2)cc1,1,training
5876,CN(C)C(=O)Nc1ccc(Cl)cc1,0,training
5877,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,training
5878,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,0,training
5879,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0,training
5880,C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,0,training
5883,Cn1nc(C2CC2)cc1N,1,training
5885,CCN(CCCCO)N=O,1,training
5886,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,training
5887,O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)[C@@H]1O[C@H]21,1,training
5888,C=C(C#N)C(=O)OCC,0,training
5889,O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,1,training
5890,CC(C)N=C=NC(C)C,0,training
5891,Nc1ccc(/C=C/c2ccc(Cl)cc2)cc1,1,training
5892,c1ccc(Nc2cccc3ccccc23)cc1,0,training
5893,N#[N+]c1nc[nH]c1C(N)=O,1,training
5894,c1ccc2c(OCC3CO3)cccc2c1,1,training
5895,Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0,training
5896,O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,1,training
5897,OC1c2ccc3ncccc3c2C2OC2C1O,0,training
5898,OC[C@H](O)CCl,1,training
5899,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1,training
5900,Cn1c(N)nc2ccccc21,1,training
5901,O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,0,training
5902,C1=Cc2cc3ccccc3c3cccc1c23,1,training
5903,O=Cc1ccc2c(c1)OCO2,0,training
5904,COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,1,training
5905,CC(=O)Nc1cc(N(C)C)ccc1N=Nc1cccnc1,0,training
5909,Nc1ccccc1C(=O)OCCc1ccccc1,0,training
5911,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1,training
5912,OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,1,training
5913,Cc1cc2ccccc2c2cc3c(cc12)C(O)C(O)C=C3,1,training
5914,Nc1cc2nc3ccc(Cl)cc3nc2cc1N,1,training
5915,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,0,training
5916,Nc1cccc2c(Cl)nsc12,1,training
5917,c1ccc2cc(OCC3CO3)ccc2c1,1,training
5918,CN(C)CCN(C)N=O,1,training
5920,COC(=O)c1ccccc1,0,training
5921,CN(Cc1cccc(C(F)(F)F)c1)N=O,1,training
5923,CCOc1ccc(NC(N)=O)cc1,0,training
5925,Cc1ccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1,1,training
5927,N#[N+][N-]CC(O)Cn1cnc2c(Cl)ncnc21,1,training
5928,O=c1c2ccccc2c2ccc3c(=O)c4ccccc4c4ccc1c2c34,0,training
5929,Cc1c2ccc(CO)cc2nc2c1ccc1ccccc12,1,training
5931,CC(C)Oc1ccc(Nc2ccccc2)cc1,0,training
5932,O=[N+]([O-])c1ccc(/C=N/n2cccn2)o1,1,training
5933,O=C1CC[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)[C@H](O)CC3=O,1,training
5934,O=C(CNC(=O)c1ccccc1)NO,1,training
5936,CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,training
5937,O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3,1,training
5938,C1CN(SSN2CCOCC2)CCO1,0,training
5940,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,0,training
5941,CCOC(=O)CNC(=O)C=[N+]=[N-],1,training
5942,Nc1ccc2c(ccc3ccccc32)c1,1,training
5943,C1C[C@@H]2O[C@@H]2[C@H]1O[C@H]1CC[C@@H]2O[C@H]12,0,training
5944,Nc1ccc(Oc2ccccc2)cc1,1,training
5945,NCCCN1CCN(CCCN)CC1,0,training
5946,CCOC(=O)N(C)C,1,training
5947,Cc1cccs1,0,training
5949,C=CC,1,training
5950,Cc1ccc(NC(=O)CBr)cc1,0,training
5951,CC(C)NC(=O)/C=C\c1ccc([N+](=O)[O-])o1,1,training
5952,COc1ccc(CNC(=O)C(C)Br)cc1OC,1,training
5953,Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3,1,training
5956,CC(=O)NC(CSCCCl)C(=O)O,1,training
5957,CCCCCCCCCCCCCCCCCC(=O)O,0,training
5958,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,1,training
5959,CCc1ccco1,0,training
5960,ClC(Cl)=C(Cl)/C(Cl)=C(\Cl)SCc1ccccc1,1,training
5961,CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,0,training
5962,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,1,training
5963,N#CC(C#N)=Cc1ccccc1Cl,1,training
5964,O=C(c1ccccc1)C1OC1c1ccc(Br)cc1,0,training
5965,O=C1CCOP(=O)(N(CCCl)CCCl)N1,1,training
5966,BrCC(Br)c1ccccc1,1,training
5967,C1CCC2OCCOCCOC3CCCCC3OCCOCCOCCOC2C1,0,training
5968,Cc1c(C)c(N)c(C)c(C)c1N,0,training
5969,c1c[nH]cn1,0,training
5970,Cc1ccccc1NS(=O)(=O)c1cccc2cccnc12,0,training
5971,OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,1,training
5972,Cc1ccc2cc3c4c(ccc3c3c2c1CC3)C=C[C@@H](O)[C@H]4O,1,training
5973,CC(=O)Nc1cccc2cc(F)cnc12,1,training
5974,Nc1ccc(/C=C/c2cccc(N)c2)cc1,1,training
5975,CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
5976,O=C1C=C(O)c2ccccc2C1=O,1,training
5977,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,1,training
5978,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@@]43C)[C@@H]1CCC(=O)N2,1,training
5979,On1nnc2ccccc21,0,training
5980,CCc1c(Br)c(Br)c(Br)c(Br)c1Br,0,training
5981,O=C1C=CC(=O)C=C1,0,training
5983,CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,1,training
5984,O[C@H]1c2cccc3c2[C@@]2(O[C@@H]2[C@@H]1O)c1ccc2ccccc2c1-3,1,training
5985,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0,training
