,Name,smiles,aqsoldb_A
2954,tetradecan-1-ol,CCCCCCCCCCCCCCO,-5.582592818775
816,"2,5-dimethylhexane-2,5-diyl bis[2-(ethylperoxy)hexanoate]",CCCCC(CC)C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)C(CC)CCCC,-7.1884960445
1067,2-aminophenol,Nc1ccccc1O,-0.8074872745
2067,"Hydrocarbons, C5-rich",CCCCC,-2.813269200528571
274,"1,2,3-tributyl 2-(acetyloxy)propane-1,2,3-tricarboxylate",CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-3.77862545
2284,[2-[[4-[(2-chloro-4-nitrophenyl)azo]phenyl]ethylamino]ethyl](2-hydroxypropyl)dimethylammonium acetate,CCN(CC[N+](C)(C)CC(C)O)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-0.5731459846
865,2-(2-methylphenyl)ethanol,Cc1ccccc1CCO,-1.042878011
101,(2S)-2-amino-3-methylpentanoic acid,CC[C@H](C)[C@H](N)C(O)=O,-0.5446630063
1501,3-[(2-hydroxyethyl)amino]propanamide,NC(=O)CCNCCO,-0.1211098882
2188,N-ethyl-N-{2-[1-(2-methylpropoxy)ethoxy]ethyl}-4-[(E)-2-phenyldiazen-1-yl]aniline,CCN(CCOC(C)OCC(C)C)c1ccc(cc1)N=Nc2ccccc2,-7.0905037661
171,(5S)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one,CC(=C)[C@H]1CC=C(C)C(=O)C1,-1.9026536597
107,(2S)-2-aminopentanedioic acid; 2-(bis(2-hydroxyethyl)amino)ethanol,N[C@@H](CCC(O)=O)C(O)=O,0.111437809
2407,butyl 2-({[(2-butoxy-2-oxoethyl)sulfanyl]methyl}sulfanyl)acetate,CCCCOC(=O)CSCSCC(=O)OCCCC,-4.3430778582
1521,"3-[[4-[(2,6-dibromo-4-nitrophenyl)azo]phenyl]ethylamino]propiononitrile",CCN(CCC#N)c1ccc(cc1)N=Nc2c(Br)cc(cc2Br)[N+]([O-])=O,-4.3812486892
3041,vinyl laurate,CCCCCCCCCCCC(=O)OC=C,-5.3547996853
2241,Pigment red 149,Cc1cc(C)cc(c1)N2C(=O)c3ccc4c5ccc6C(=O)N(c7cc(C)cc(C)c7)C(=O)c8ccc(c9ccc(C2=O)c3c49)c5c68,-7.4761487948
2043,"Decanoic acid, mixed diesters with octanoic acid and propylene glycol",CCCCCCCCCC(O)=O,-6.8949548476
1847,"4-tert-butyl-2-(5-tert-butyl-2-oxo-2,3-dihydro-1-benzofuran-3-yl)phenyl 3,5-di-tert-butyl-4-hydroxybenzoate",CC(C)(C)c1ccc2OC(=O)C(c2c1)c3cc(ccc3OC(=O)c4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C(C)(C)C,-8.8485126167
2079,N'-acetylacetohydrazide,CC(=O)NNC(C)=O,0.38445556365
2050,Dihydrodicyclopentadienyl acrylate,C=CC(=O)OC1C=CC2C3CCC(C3)C12,-3.7081424715
2291,[disulfanediylbis(carbonothioylnitrilo)]tetramethane,CN(C)C(=S)SSC(=S)N(C)C,-4.1321069774999994
2381,bis(pyridin-1-ium) [(oxidodioxochromio)oxy]chromiumoylolate,O[Cr](=O)(=O)O[Cr](O)(=O)=O,0.3990871294
2622,ethyl 4-[[(methylphenylamino)methylene]amino]benzoate,CCOC(=O)c1ccc(cc1)N=CN(C)c2ccccc2,-5.4507770249
1842,4-nitrophenyl acetate,CC(=O)Oc1ccc(cc1)[N+]([O-])=O,-2.5992568252
295,"1,2-bis(7-methyloctyl) benzene-1,2-dicarboxylate",CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,-6.9803914698
712,"2,2,6-trimethyl-6-vinyltetrahydro-2H-pyran",CC1(C)CCCC(C)(O1)C=C,-2.5359872782
72,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-yl hexadecanoate",CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-5.7200550602
2167,N-Butylphosphorothioic triamide,CCCCN[P](N)(N)=S,-1.18142424285
2310,aniline; formaldehyde,Nc1ccccc1,-2.1459060522666666
2608,ethyl 2-methylprop-2-enoate,CCOC(=O)C(C)=C,-1.3862802449
2936,sulfamic acid,CC(C)CCCCCCO,0.0994973759
481,1-(4-{2-[4-(2-hydroxypropoxy)phenyl]propan-2-yl}phenoxy)propan-2-ol,CC(O)COc1ccc(cc1)C(C)(C)c2ccc(OCC(C)O)cc2,-3.499700952
2257,Tricyclodecenyl propionate,CCC(=O)OC1C=CC2C3CCC(C3)C12,-3.5585927938
1530,3-amino-4-chlorobenzamide,NC(=O)c1ccc(Cl)c(N)c1,-1.976703976
2600,ethyl 2-cyanoprop-2-enoate,CCOC(=O)C(=C)C#N,-6.7171397905
1514,"3-[2-(hexadecyloxy)phenyl]-3-oxo-N-(4-phenyl-1,3-thiazol-2-yl)propanamide",CCCCCCCCCCCCCCCCOc1ccccc1C(=O)CC(=O)Nc2scc(n2)c3ccccc3,-4.8472795348
3012,tris(2-chloro-1-methylethyl) phosphate,CC(CCl)O[P](=O)(OC(C)CCl)OC(C)CCl,-2.39653490325
1762,"4-aminobenzene-1,3-disulfonic acid",Nc1ccc(cc1[S](O)(=O)=O)[S](O)(=O)=O,-1.7700930025
1490,3-(trimethoxysilyl)propyl prop-2-enoate,CO[Si](CCCOC(=O)C=C)(OC)OC,-4.6063887787
1171,"2-hydroxy-1,2-diphenylethan-1-one",OC(c1ccccc1)C(=O)c2ccccc2,-2.8497223519
2494,dibutylstannanone,CCCC[Sn](=O)CCCC,-4.89179808845
1911,"5-methyl-2-(4-methylphenyl)-2,3-dihydro-1H-pyrazol-3-one",Cc1ccc(cc1)N2N=C(C)CC2=O,-2.365667988
2112,"N,N-dimethyltetradecan-1-amine",CCCCCCCCCCCCCCN(C)C,-3.9356925608
2780,methyl oxo(phenyl)acetate,COC(=O)C(=O)c1ccccc1,-4.909915974
2312,anthracene; benzene; ethylbenzene; naphthalene; tetradecane,CCCCCCCCCCCCCC,-5.6389550037500005
405,"1,4-diazabicyclo[2.2.2]octan-2-ylmethanol",OCC1CN2CCN1CC2,0.8470942954
757,"2,3-dichlorobenzoic acid",OC(=O)c1cccc(Cl)c1Cl,-2.3316729189
2044,"Decanoic acid, mixed esters with neopentyl glycol and octanoic acid",CCCCCCCCCC(O)=O,-6.6558855625
2223,"N~2~-(4,6-diamino-1,3,5-triazin-2-yl)-1,3,5-triazine-2,4,6-triamine",Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,-4.140630692899999
1963,"6-chloro-N-ethyl-N'-isopropyl-1,3,5-triazine-2,4-diamine",CCNc1nc(Cl)nc(NC(C)C)n1,-3.8296270649
97,"(2S)-2-(1,3-dioxoisoindol-2-yl)pentanedioic acid",OC(=O)CC[C@H](N1C(=O)c2ccccc2C1=O)C(O)=O,-1.4463316859
1333,2-propylheptan-1-ol,CCCCCC(CO)CCC,-3.49053867605
2430,"carboxymethyldimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulphonyl]amino]propylammonium hydroxide",C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,-4.0571851475
743,"2,3,4,5,6,7-hexahydro-1H-isoindole-1,3-dione",O=C1NC(=O)C2=C1CCCC2,-1.974517726
806,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC,0.6530976581
2819,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,-6.9114725324
1983,"7-chloro-5-(2-chlorophenyl)-2-oxo-2,3-dihydro-1H-1,4-benzodiazepin-3-yl acetate",CC(=O)OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,-5.0286669228
2713,methane niobium,C,-7.551813430760001
1535,3-aminobenzene-1-sulfonic acid,Nc1cccc(c1)[S](O)(=O)=O,-1.0080814136
2087,"N,N,N',N'-tetrakis(2-hydroxypropyl)hexanediamide",CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,0.2109933627
2144,"N-(4-amino-3-methoxy-9,10-dioxo-9,10-dihydroanthracen-1-yl)benzenesulfonamide",COc1cc(N[S](=O)(=O)c2ccccc2)c3C(=O)c4ccccc4C(=O)c3c1N,-2.3558504459
2384,bis(trimethylsilyl)amine,C[Si](C)(C)N[Si](C)(C)C,-1.7870151566999999
148,"(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-dodecahydronaphtho[2,1-b]furan",CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]3(C)OCC[C@H]23,-4.840370865700001
2595,"ethyl 2-(2,4-dimethyl-1,3-dioxolan-2-yl)acetate",CCOC(=O)CC1(C)OCC(C)O1,-2.1798872233
2090,"N,N-bis(2-hydroxyethyl)undec-10-enamide",OCCN(CCO)C(=O)CCCCCCCCC=C,-2.7615135856
2488,dibromomethane,BrCBr,-1.2858947125
1315,2-phenyl-1H-imidazole,[nH]1ccnc1c2ccccc2,-1.8893830404
692,"2,2,2-trifluoroethan-1-ol",OCC(F)(F)F,0.9998306582
818,"2,5-diphenyl-1,3-oxazole",o1c(cnc1c2ccccc2)c3ccccc3,-5.5532102962
1728,4-[(E)-2-(4-carbamoylphenyl)diazen-1-yl]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide,COc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4)C(N)=O)/C2=O,-8.1667842337
1386,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl prop-2-enoate 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl prop-2-enoate 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl prop-2-enoate 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl prop-2-enoate",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,-6.4814770267
2322,"benzene-1,3,5-tricarboxylic acid",OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,-1.9422995529
2093,"N,N-dibutyloctadec-9-enamide",CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC,-4.7889854408
1599,3-methylbutyl octadec-9-enoate,CCCCCCCC\C=C\CCCCCCCC(=O)OCCC(C)C,-8.0701647483
2402,"butane-1,4-diol",OCCCCO,0.5451691788999999
2499,dichlorodioctylstannane,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,-5.4150412012
701,"2,2,4,6,6-pentamethyl-3,5-dioxa-2,4,6-trisilaheptane",C[Si](O[Si](C)(C)C)O[Si](C)(C)C,-7.0443456956
1962,"6-chloro-N,N'-diisopropyl-1,3,5-triazine-2,4-diamine",CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.8840681001
2704,isopropyl chlorocarbonate,CC(C)OC(Cl)=O,-0.9882911293
921,2-(dimethylamino)ethyl 2-methylprop-2-enoate,CN(C)CCOC(=O)C(C)=C,0.652996547
1424,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene",CC1=CCC2C(C1)C2(C)C,-4.890610020333333
1708,"4-[(3S)-1,3-bis(5-cyclohexyl-4-hydroxy-2-methylphenyl)butyl]-2-cyclohexyl-5-methylphenol",C[C@@H](C[C@H](c1cc(C2CCCCC2)c(O)cc1C)c3cc(C4CCCCC4)c(O)cc3C)c5cc(C6CCCCC6)c(O)cc5C,-7.3965020268
905,"2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.33929287925
454,"1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethan-1-ol",OC(Cn1ccnc1)c2ccc(Cl)cc2Cl,-2.7273022444
2120,"N-(2,2,6,6-tetramethylpiperidin-4-yl)-N-{6-[N-(2,2,6,6-tetramethylpiperidin-4-yl)formamido]hexyl}formamide",CC1(C)CC(CC(C)(C)N1)N(CCCCCCN(C=O)C2CC(C)(C)NC(C)(C)C2)C=O,-1.5399557688
2132,N-(2-hydroxyethyl)octadecanamide,CCCCCCCCCCCCCCCCCC(=O)NCCO,-5.5152815814
2345,benzyl-tributylazanium; 4-hydroxynaphthalene-1-sulfonate,CCCC[N+](CCCC)(CCCC)Cc1ccccc1,-2.6418192727
2064,Heptan-1-ol,CCCCCCCO,-1.8530334733
167,"(5-ethyl-1,3-dioxan-5-yl)methanol",CCC1(CO)COCOC1,0.8350942171
730,"2,2-dimethyl-1,3-dihydroperimidine",CC1(C)Nc2cccc3cccc(N1)c23,-2.9298988951
2659,hexadecyl 2-ethylhexanoate,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,-6.8676395216
1310,2-phenoxyethan-1-ol,OCCOc1ccccc1,-0.7342790940249999
26,"(1S,2R,5S,10R,11S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0Â²,?.0Â¹Â¹,Â¹?]heptadec-7-en-14-one",C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-3.9371360487
2019,"Alkenes, C9-11, C10-rich",CC/C=C/CC/C=C/C=C,-3.221390537
1652,"4,6-dichloropyrimidine",Clc1cc(Cl)ncn1,-1.4172531143
1622,3-phenylpropanoic acid,OC(=O)CCc1ccccc1,-1.4057514128
587,"1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)pyridin-2(1H)-one - 2-aminoethanol (1:1)",CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C,-3.615475162266667
1401,"3,4-dihydroxybenzonitrile",Oc1ccc(cc1O)C#N,-1.0025115236
997,2-[(E)-oct-2-enyl]butanedioic acid,CCCCC/C=C/CC(CC(O)=O)C(O)=O,-2.4042405739
1176,"2-hydroxy-1-{3-[4-(2-hydroxy-2-methylpropanoyl)phenyl]-1,1,3-trimethyl-2,3-dihydro-1H-inden-5-yl}-2-methylpropan-1-one",CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3ccc(cc23)C(=O)C(C)(C)O,-5.9638494884
1700,"4-({5-[(4-carbamoylphenyl)carbamoyl]-2-methoxyphenyl}diazenyl)-N-(5-chloro-2,4-dimethoxyphenyl)-3-hydroxy-2-naphthamide",COc1cc(OC)c(NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(ccc4OC)C(=O)Nc5ccc(cc5)C(N)=O)\C2=O)cc1Cl,-7.8662401992
1040,"2-acetyl-4-({4-[(3-acetyl-4-amino-9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]-6-phenyl-1,3,5-triazin-2-yl}amino)-1-amino-9,10-dihydroanthracene-9,10-dione",CC(=O)c1cc(Nc2nc(Nc3cc(C(C)=O)c(N)c4C(=O)c5ccccc5C(=O)c34)nc(n2)c6ccccc6)c7C(=O)c8ccccc8C(=O)c7c1N,-4.9504317948
33,"(1S,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.7318576164333335
2369,bis(3-methylbutyl) phthalate,CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,-5.4448989106
2409,butyl 2-aminobenzoate,CCCCOC(=O)c1ccccc1N,-3.3830205262
1379,"3,3'-[[4-[(2,6-dichloro-4-nitrophenyl)azo]phenyl]imino]bispropiononitrile",[O-][N+](=O)c1cc(Cl)c(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,-7.1152526121
41,"(2,4-dichlorophenyl)acetic acid",OC(=O)Cc1ccc(Cl)cc1Cl,-2.8729327086
2313,azacyclotridecan-2-one,O=C1CCCCCCCCCCCN1,-2.7839981100199997
2228,"O,O-diisopropyl hydrogen dithiophosphate",CC(C)O[P](S)(=S)OC(C)C,-0.5528547078
2653,hex-3-en-1-yl hex-3-enoate,CC\C=C/CCOC(=O)C\C=C/CC,-4.517038700783334
2764,methyl 5-amino-4-cyano-3-methylthiophene-2-carboxylate,COC(=O)c1sc(N)c(C#N)c1C,-4.9917376214
1972,6-methylhept-5-en-2-one,CC(C)=CCCC(C)=O,-1.6210489706
1876,5-(aminomethyl)-2-methylpyrimidin-4-amine,Cc1ncc(CN)c(N)n1,0.4903065627
609,1-methylpyrrolidin-2-one,CN1CCCC1=O,1.0037817508
1132,"2-ethyl-9,10-dihydroanthracene-9,10-dione",CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.9842424969
28,"(1S,2R,8S,10S,11S,13R,14S,15S,17S)-8-fluoro-17-hydroxy-14-(2-hydroxyacetyl)-2,13,15-trimethyltetracyclo[8.7.0.0Â²,?.0Â¹Â¹,Â¹?]heptadeca-3,6-dien-5-one",C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,-3.267306872166667
441,"1,6-bis[2-(2-butoxyethoxy)ethyl] hexanedioate",CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,-2.8821848864
2031,C.i. Pigment Orange 43,O=C1n2c3ccccc3nc2c4ccc5C(=O)n6c7ccccc7nc6c8ccc1c4c58,-7.7579945848
2837,"octane-1,2-diol",CCCCCCC(O)CO,-1.2899752166
493,1-(methoxymethyl)-4-[4-(methoxymethyl)phenyl]benzene,COCc1ccc(cc1)c2ccc(COC)cc2,-4.0023686333
1258,2-methyldodecan-1-ol,CC(C)CCCCCCCCCCO,-5.1513090304
1301,2-nitroaniline,Nc1ccccc1[N+]([O-])=O,-0.5794298700500001
2585,ethoxyethane,CCOCC,-0.0577082915
2406,butoxybenzene,CCCCOc1ccccc1,-3.6132495633
1382,"3,3,4,4,5,5,6,6,6-nonafluorohex-1-ene",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,-4.1979376007
1304,2-octanamidoacetic acid,CCCCCCCC(=O)NCC(O)=O,-2.1115375925
236,"1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide",FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,0.4541441757
551,1-chloro-2-(2-chloroethoxy)ethane,ClCCOCCCl,-1.09699557872
520,1-[(E)-2-(4-methyl-2-nitrophenyl)diazen-1-yl]naphthalen-2-ol,Cc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(c1)[N+]([O-])=O,-7.9690613395
2256,Tricyclodecanyl acetate,CC(=O)OC1CC2CC1C3CCCC23,-3.3380498278
1232,2-methyl-4-phenylbutan-2-ol,CC(C)(O)CCc1ccccc1,-1.555639677
1138,2-ethylhexanoic acid,CCCCC(CC)C(O)=O,-2.0128793872
720,"2,2-bis(hydroxymethyl)propane-1,3-diyl didocosanoate",CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC,-8.3487503358
735,"2,2-dimethyl-4-phenylpentanenitrile",CC(CC(C)(C)C#N)c1ccccc1,-3.2350788163
2701,"isooctadecanoic acid, monoester with glycerol",CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)CO,-6.8555954685
1750,"4-allyl-1,2-dimethoxybenzene",COc1ccc(\C=C\C)cc1OC,-2.7782267945
58,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",CC(C)=CCC\C(C)=C/CO,-2.3003679887999997
631,10-(prop-2-enoyloxy)decyl prop-2-enoate,C=CC(=O)OCCCCCCCCCCOC(=O)C=C,-4.9608754545
1181,2-hydroxy-4-(methylsulfanyl)butanenitrile,CSCCC(O)C#N,-0.0765411499
2242,Pigment red 178,O=C1N(c2ccc(cc2)N=Nc3ccccc3)C(=O)c4ccc5c6ccc7C(=O)N(c8ccc(cc8)N=Nc9ccccc9)C(=O)c%10ccc(c%11ccc1c4c5%11)c6c7%10,-7.8755092242
592,1-methoxy-2-methylbenzene,COc1ccccc1C,-2.6890833932
1303,2-nitrophenyl acetate,CC(=O)Oc1ccccc1[N+]([O-])=O,-2.1855239105
1387,"3,3,5-trimethylcyclohexanol",CC1CC(O)CC(C)(C)C1,-1.94470759645
2663,hexadecyl(trimethoxy)silane,CCCCCCCCCCCCCCCC[Si](OC)(OC)OC,-5.5398636413
2678,hexanedinitrile,N#CCCCCC#N,-0.1309124421
1929,5-vinylbicyclo[2.2.1]hept-2-ene,C=CC1CC2CC1C=C2,-3.0798864018
939,"2-({2,2-bis[(prop-2-enoyloxy)methyl]butoxy}methyl)-2-[(prop-2-enoyloxy)methyl]butyl prop-2-enoate",CCC(COCC(CC)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,-4.4927855243
2839,octanoyl octaneperoxoate,CCCCCCCC(=O)OOC(=O)CCCCCCC,-7.6118931699
1249,2-methylbutan-2-ol,CCC(C)(C)O,0.1266596907
904,2-(acetyloxy)ethyl acetate,CC(=O)OCCOC(C)=O,0.059271882250000005
2590,"ethyl 1,3-dioxo-1,3-dihydro-2H-isoindole-2-carboxylate",CCOC(=O)N1C(=O)c2ccccc2C1=O,-2.7387726333
1279,2-methylprop-2-enoyl 2-methylprop-2-enoate,CC(=C)C(=O)OC(=O)C(C)=C,-0.1967597116
2443,cyclododecanol,OC1CCCCCCCCCCC1,-3.82631863255
2930,quinolin-8-ol,Oc1cccc2cccnc12,-2.3835811114
2347,"beta,beta-carotene",CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,-7.5537924381
2428,carbonic acid - 2-aminoethanol (1:2),NCCO,0.7347292364
2507,diethyl chloromalonate,CCOC(=O)C(Cl)C(=O)OCC,-1.7209723549
1142,2-ethylhexyl 2-hydroxybenzoate,CC1=CC[C@@H](CC1)C(C)(C)O,-5.4892636149
2422,butyldimethylamine,CCCC[NH+](C)C,-0.6670324644
706,"2,2,4-trimethylhexanedioic acid; 2,4,4-trimethylhexanedioic acid",CC(CC(O)=O)CC(C)(C)C(O)=O,-0.2790374966
2689,histidine,NC(Cc1[nH]cnc1)C(O)=O,-0.5573029182
1022,2-[2-[4-[2-(4-cyanophenyl)vinyl]phenyl]vinyl]benzonitrile,N#Cc1ccccc1/C=C/c2ccc(cc2)/C=C/c3ccccc3C#N,-4.2206388586
745,"2,3,4-Tris(6-diazo-5,6-dihydro-5-oxo-1-naphthalenesulfonyloxy)benzophenone",[N-]=[N+]=C1C=Cc2c(cccc2[S](=O)(=O)Oc3ccc(C(=O)c4ccccc4)c(O[S](=O)(=O)c5cccc6C(=O)C(C=Cc56)=[N+]=[N-])c3O[S](=O)(=O)c7cccc8C(=O)C(C=Cc78)=[N+]=[N-])C1=O,-6.8208950069
1546,"3-ethoxy-1,1,5-trimethylcyclohexane",CCOC1CC(C)CC(C)(C)C1,-4.1342944341
2398,butan-2-one,CCC(C)=O,0.59006235705
2083,"N,N'-(3,3'-dimethylbiphenyl-4,4'-diyl)bis(3-oxobutanamide)",CC(=O)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(C)=O)c(C)c2,-5.3250182341
513,1-[(2-hydroxypropyl)amino]propan-2-ol,CC(O)CNCC(C)O,0.7227182016999999
81,"(2R)-2-[(2R,3R,4S)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl dodecanoate",CCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,-5.0625368604
2709,methacrylonitrile,CC(=C)C#N,-0.40765214612000006
1308,2-oxobutanedioic acid,OC(=O)CC(=O)C(O)=O,0.8791925338
2539,diphenyl 4-(propan-2-yl)phenyl phosphate phenyl bis[4-(propan-2-yl)phenyl] phosphate triphenyl phosphate tris[4-(propan-2-yl)phenyl] phosphate,CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,-6.1140583332
914,2-(chloromethyl)oxirane,ClCC1CO1,-0.1477034397
1404,"3,4-dimethylphenol",Cc1ccc(O)cc1C,-1.4093469565
1647,"4,4,8,8-tetramethyloctahydro-4a,7-methanonaphtho[1,8a-b]oxirene",CC1(C)CCC2OC23C(C)(C)C4CCC13C4,-4.6529288002
2809,"octa-1,7-diene",C=CCCCCC=C,-4.0232731502
1108,2-cyanoacetic acid,OC(=O)CC#N,1.0702644103
150,(4-formylphenyl)boronic acid,OB(O)c1ccc(C=O)cc1,-2.2673846672
2775,methyl nicotinate,COC(=O)c1cccnc1,-0.4595508588
774,"2,4,6-tribromophenol",Oc1c(Br)cc(Br)cc1Br,-2.5332430367
329,"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1,-3.3897482112999997
6,"(1-methylethyl)-1,1'-biphenyl",CC(C)c1ccc(cc1)c2ccccc2,-5.6567860392
943,2-({[6-(oxiran-2-ylmethoxy)naphthalen-1-yl]oxy}methyl)oxirane,C1OC1COc2ccc3c(OCC4CO4)cccc3c2,-3.9191737976
822,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",CC1=CCC2CC1C2(C)C,-4.7318576164333335
734,"2,2-dimethyl-3-phenylpropan-1-ol",CC(C)(CO)Cc1ccccc1,-2.0423138216
909,2-(butan-2-yl)cyclohexan-1-one,CCC(C)C1CCCCC1=O,-2.427057806
468,"1-(3,4-dichlorophenyl)-3,3-dimethylurea",CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.9086600987
181,(9E)-N-[3-(dimethylamino)propyl]octadec-9-enamide,CCCCCCCC/C=C/CCCCCCCC(=O)NCCCN(C)C,-4.1492593891
164,(4R)-1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,CC(=C)[C@@H]1CCC(=CC1)C,-4.36301188905
1523,3-[ethyl[4-[(4-nitrophenyl)azo]phenyl]amino]propiononitrile,CCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,-7.2086509282
451,1-(1-benzofuran-2-yl)ethan-1-one,CC(=O)c1oc2ccccc2c1,-2.5484883965
490,1-(diethylamino)propan-2-ol,CCN(CC)CC(C)O,0.1021113643
813,"2,5-dichlorophenol",Oc1cc(Cl)ccc1Cl,-1.9111656018
1143,2-ethylhexyl 2-hydroxypropanoate,CCCCC(CC)COC(=O)C(C)O,-2.6735257097
1311,2-phenoxyethyl 2-methylprop-2-enoate,CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698
2282,[2-(tert-butylperoxy)propan-2-yl]benzene,CC(C)(C)OOC(C)(C)c1ccccc1,-4.2909341502
1111,2-cyclohexylidene-2-phenylacetonitrile,N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,-4.4200239973
2905,propan-2-yl dodecanoate,CCCCCCCCCCCC(=O)OC(C)C,-5.3845379904
1826,4-methyl-4-phenylpentan-2-one,CC(=O)CC(C)(C)c1ccccc1,-2.337666283
1441,"3,7-dimethyloctanenitrile",CC(C)CCCC(C)CC#N,-3.5877591379
2219,Neohesperidin dihydrochalone,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O,-3.1851035311
